,Date,State/UnionTerritory,Cured,Deaths,Confirmed,TotalSamples,Negative,Positive
810,2020-03-28,Rajasthan,3,0,54,0.0,0,0.0
436,2020-03-28,Punjab,1,1,38,0.0,0,0.0
2567,2020-03-28,Telengana,1,0,56,0.0,0,0.0
3747,2020-03-28,Manipur,0,0,1,0.0,0,0.0
1036,2020-03-28,Uttarakhand,0,0,5,0.0,0,0.0
1662,2020-03-28,Andhra Pradesh,1,0,14,0.0,0,0.0
4061,2020-03-28,Goa,0,0,3,0.0,0,0.0
2477,2020-03-28,Uttar Pradesh,11,0,55,0.0,0,0.0
4062,2020-03-28,Puducherry,0,0,1,0.0,0,0.0
3993,2020-03-28,Tamil Nadu,2,1,40,0.0,0,0.0
1299,2020-03-28,Ladakh,3,0,13,0.0,0,0.0
1277,2020-03-28,Maharashtra,25,5,180,0.0,0,0.0
3590,2020-03-28,Karnataka,3,2,55,0.0,0,0.0
4170,2020-03-28,West Bengal,0,1,15,0.0,0,0.0
3535,2020-03-28,Mizoram,0,0,1,0.0,0,0.0
1787,2020-03-28,Madhya Pradesh,0,2,30,0.0,0,0.0
2270,2020-03-28,Bihar,0,1,9,0.0,0,0.0
3885,2020-03-29,Maharashtra,25,6,186,0.0,0,0.0
625,2020-03-29,Rajasthan,3,0,55,0.0,0,0.0
3240,2020-03-29,Chhattisgarh,0,0,7,0.0,0,0.0
3289,2020-03-29,Himachal Pradesh,0,1,3,0.0,0,0.0
961,2020-03-29,Ladakh,3,0,13,0.0,0,0.0
3668,2020-03-29,Punjab,1,1,38,0.0,0,0.0
614,2020-03-29,Kerala,15,1,182,0.0,0,0.0
3328,2020-03-29,Andhra Pradesh,1,0,19,0.0,0,0.0
3812,2020-03-29,Puducherry,0,0,1,0.0,0,0.0
176,2020-03-29,Delhi,6,2,49,0.0,0,0.0
4493,2020-03-29,Telengana,1,1,66,0.0,0,0.0
3058,2020-03-29,Jammu and Kashmir,1,2,31,0.0,0,0.0
4562,2020-03-29,Mizoram,0,0,1,0.0,0,0.0
941,2020-03-29,West Bengal,0,1,18,0.0,0,0.0
3736,2020-03-29,Uttar Pradesh,11,0,65,0.0,0,0.0
2972,2020-03-29,Odisha,0,0,3,0.0,0,0.0
2,2020-03-29,Chandigarh,0,0,8,0.0,0,0.0
2818,2020-03-29,Bihar,0,1,11,0.0,0,0.0
2980,2020-03-29,Tamil Nadu,4,1,49,0.0,0,0.0
1456,2020-03-29,Goa,0,0,5,0.0,0,0.0
197,2020-03-29,Gujarat,1,5,58,0.0,0,0.0
2494,2020-03-29,Manipur,0,0,1,0.0,0,0.0
898,2020-03-29,Andaman and Nicobar Islands,0,0,9,0.0,0,0.0
3780,2020-03-29,Karnataka,5,3,76,0.0,0,0.0
3545,2020-03-29,Haryana,17,0,33,0.0,0,0.0
3021,2020-03-29,Madhya Pradesh,0,2,30,0.0,0,0.0
2354,2020-03-29,Uttarakhand,2,0,7,0.0,0,0.0
3679,2020-03-30,Punjab,1,1,38,0.0,0,0.0
2011,2020-03-30,Rajasthan,3,0,59,0.0,0,0.0
1599,2020-03-30,Andaman and Nicobar Islands,0,0,9,0.0,0,0.0
2125,2020-03-30,Manipur,0,0,1,0.0,0,0.0
3728,2020-03-30,Goa,0,0,5,0.0,0,0.0
1790,2020-03-30,Delhi,6,2,87,0.0,0,0.0
4463,2020-03-30,Telengana,1,1,71,0.0,0,0.0
3538,2020-03-30,Odisha,0,0,3,0.0,0,0.0
4089,2020-03-30,Chhattisgarh,0,0,7,0.0,0,0.0
4298,2020-03-30,Chandigarh,0,0,8,0.0,0,0.0
2765,2020-03-30,Uttar Pradesh,11,0,82,0.0,0,0.0
2479,2020-03-30,Mizoram,0,0,1,0.0,0,0.0
4037,2020-03-30,Bihar,0,1,15,0.0,0,0.0
4357,2020-03-30,Madhya Pradesh,0,3,47,0.0,0,0.0
2834,2020-03-30,Kerala,19,1,202,0.0,0,0.0
2864,2020-03-30,Tamil Nadu,4,1,67,0.0,0,0.0
1221,2020-03-30,West Bengal,0,1,22,0.0,0,0.0
3308,2020-03-30,Karnataka,5,3,83,0.0,0,0.0
712,2020-03-30,Jammu and Kashmir,2,2,48,0.0,0,0.0
3978,2020-03-30,Haryana,18,0,36,0.0,0,0.0
2064,2020-03-30,Uttarakhand,2,0,7,0.0,0,0.0
3223,2020-03-30,Andhra Pradesh,1,0,23,0.0,0,0.0
3967,2020-03-30,Gujarat,1,6,69,0.0,0,0.0
1234,2020-03-30,Ladakh,3,0,13,0.0,0,0.0
2304,2020-03-30,Puducherry,0,0,1,0.0,0,0.0
201,2020-03-30,Himachal Pradesh,0,1,3,0.0,0,0.0
44,2020-03-30,Maharashtra,25,8,198,0.0,0,0.0
2852,2020-03-31,Punjab,1,3,41,0.0,0,0.0
2566,2020-03-31,West Bengal,0,2,26,0.0,0,0.0
3311,2020-03-31,Goa,0,0,5,0.0,0,0.0
2595,2020-03-31,Telengana,1,1,79,0.0,0,0.0
2772,2020-03-31,Kerala,19,1,234,0.0,0,0.0
1902,2020-03-31,Himachal Pradesh,0,1,3,0.0,0,0.0
3779,2020-03-31,Gujarat,3,6,73,0.0,0,0.0
1134,2020-03-31,Manipur,0,0,1,0.0,0,0.0
788,2020-03-31,Maharashtra,39,9,216,0.0,0,0.0
4030,2020-03-31,Uttarakhand,2,0,7,0.0,0,0.0
865,2020-03-31,Odisha,0,0,3,0.0,0,0.0
1041,2020-03-31,Andaman and Nicobar Islands,0,0,10,0.0,0,0.0
33,2020-03-31,Karnataka,5,3,83,0.0,0,0.0
2109,2020-03-31,Tamil Nadu,4,1,74,0.0,0,0.0
1222,2020-03-31,Chhattisgarh,0,0,8,0.0,0,0.0
1823,2020-03-31,Bihar,0,1,15,0.0,0,0.0
3399,2020-03-31,Mizoram,0,0,1,0.0,0,0.0
1815,2020-03-31,Haryana,21,0,40,0.0,0,0.0
2853,2020-03-31,Andhra Pradesh,1,0,40,0.0,0,0.0
503,2020-03-31,Jammu and Kashmir,2,2,54,0.0,0,0.0
3190,2020-03-31,Chandigarh,0,0,13,0.0,0,0.0
4584,2020-03-31,Madhya Pradesh,0,3,47,0.0,0,0.0
2349,2020-03-31,Rajasthan,3,0,74,0.0,0,0.0
691,2020-03-31,Uttar Pradesh,14,0,101,0.0,0,0.0
1616,2020-03-31,Ladakh,3,0,13,0.0,0,0.0
3612,2020-03-31,Puducherry,0,0,1,0.0,0,0.0
4451,2020-03-31,Delhi,6,2,97,0.0,0,0.0
3355,2020-04-01,Mizoram,0,0,1,0.0,0,0.0
2075,2020-04-01,Rajasthan,3,0,93,0.0,0,0.0
63,2020-04-01,Madhya Pradesh,0,3,66,0.0,0,0.0
3438,2020-04-01,Karnataka,8,3,101,0.0,0,0.0
1399,2020-04-01,Kerala,23,2,241,7965.0,7256,265.0
2013,2020-04-01,Uttar Pradesh,14,2,103,0.0,0,0.0
1685,2020-04-01,Gujarat,5,6,82,0.0,0,0.0
1293,2020-04-01,Tamil Nadu,6,1,234,0.0,0,0.0
1165,2020-04-01,Uttarakhand,2,0,7,0.0,0,0.0
618,2020-04-01,Chandigarh,0,0,16,0.0,0,0.0
3472,2020-04-01,Maharashtra,39,9,302,0.0,0,0.0
626,2020-04-01,Manipur,0,0,1,0.0,0,0.0
1056,2020-04-01,Chhattisgarh,2,0,9,0.0,0,0.0
1196,2020-04-01,Puducherry,1,0,3,0.0,0,0.0
2236,2020-04-01,Haryana,21,0,43,0.0,0,0.0
2684,2020-04-01,Himachal Pradesh,0,1,3,0.0,0,0.0
2316,2020-04-01,West Bengal,6,3,37,659.0,568,37.0
3203,2020-04-01,Andaman and Nicobar Islands,0,0,10,0.0,0,0.0
3194,2020-04-01,Assam,0,0,1,0.0,0,0.0
4367,2020-04-01,Andhra Pradesh,1,0,83,0.0,0,0.0
1442,2020-04-01,Bihar,0,1,23,0.0,0,0.0
1508,2020-04-01,Telengana,1,3,96,0.0,0,0.0
467,2020-04-01,Odisha,0,0,4,0.0,0,0.0
3425,2020-04-01,Goa,0,0,5,0.0,0,0.0
3155,2020-04-01,Delhi,6,2,152,2621.0,0,0.0
3720,2020-04-01,Jammu and Kashmir,2,2,62,0.0,0,0.0
533,2020-04-01,Jharkhand,0,0,1,0.0,0,0.0
1788,2020-04-01,Punjab,1,3,42,0.0,0,0.0
3730,2020-04-01,Ladakh,3,0,13,0.0,0,0.0
4578,2020-04-02,Uttar Pradesh,14,2,113,0.0,0,0.0
2811,2020-04-02,Manipur,0,0,1,0.0,0,0.0
2066,2020-04-02,Andhra Pradesh,1,1,86,1800.0,1175,132.0
588,2020-04-02,Andaman and Nicobar Islands,0,0,10,0.0,0,0.0
3026,2020-04-02,Odisha,0,0,4,0.0,0,0.0
1400,2020-04-02,Puducherry,1,0,3,0.0,0,0.0
3624,2020-04-02,Kerala,25,2,265,8456.0,7622,286.0
2376,2020-04-02,Chhattisgarh,2,0,9,1232.0,921,9.0
507,2020-04-02,Karnataka,9,3,110,0.0,0,0.0
2619,2020-04-02,Gujarat,8,7,87,0.0,0,0.0
431,2020-04-02,Jharkhand,0,0,1,0.0,0,0.0
4122,2020-04-02,West Bengal,6,3,53,0.0,0,0.0
1011,2020-04-02,Telengana,1,3,107,0.0,0,0.0
1794,2020-04-02,Bihar,0,1,24,0.0,0,0.0
773,2020-04-02,Chandigarh,0,0,16,124.0,98,18.0
456,2020-04-02,Tamil Nadu,6,1,234,0.0,0,0.0
93,2020-04-02,Rajasthan,3,0,108,0.0,0,0.0
3621,2020-04-02,Haryana,21,0,43,0.0,0,0.0
799,2020-04-02,Himachal Pradesh,1,1,3,0.0,0,0.0
3683,2020-04-02,Madhya Pradesh,0,6,99,0.0,0,0.0
829,2020-04-02,Assam,0,0,5,962.0,819,16.0
1604,2020-04-02,Delhi,8,4,219,0.0,0,0.0
4499,2020-04-02,Uttarakhand,2,0,7,678.0,554,7.0
242,2020-04-02,Jammu and Kashmir,2,2,62,0.0,0,0.0
3199,2020-04-02,Punjab,1,4,46,1434.0,0,37.0
3420,2020-04-02,Ladakh,3,0,13,0.0,0,0.0
550,2020-04-02,Goa,0,0,5,220.0,197,5.0
1748,2020-04-02,Maharashtra,42,13,335,0.0,0,0.0
1763,2020-04-02,Mizoram,0,0,1,0.0,0,0.0
1855,2020-04-03,Assam,0,0,16,0.0,0,0.0
488,2020-04-03,Kerala,27,2,286,9139.0,8126,295.0
4050,2020-04-03,Madhya Pradesh,0,6,104,0.0,0,0.0
2185,2020-04-03,Bihar,0,1,29,0.0,0,0.0
2206,2020-04-03,Himachal Pradesh,1,1,6,0.0,0,0.0
4207,2020-04-03,Delhi,8,4,219,0.0,0,0.0
3709,2020-04-03,Telengana,1,7,158,0.0,0,0.0
3532,2020-04-03,Maharashtra,42,16,335,0.0,0,0.0
3587,2020-04-03,Uttar Pradesh,14,2,172,0.0,0,0.0
1088,2020-04-03,West Bengal,3,3,63,0.0,0,0.0
22,2020-04-03,Puducherry,1,0,5,0.0,0,0.0
4539,2020-04-03,Chandigarh,0,0,18,0.0,0,0.0
2358,2020-04-03,Rajasthan,3,0,167,0.0,0,0.0
1007,2020-04-03,Tamil Nadu,6,1,309,3684.0,2789,411.0
70,2020-04-03,Jharkhand,0,0,2,0.0,0,0.0
1078,2020-04-03,Odisha,0,0,5,1395.0,1108,20.0
4266,2020-04-03,Chhattisgarh,3,0,9,0.0,0,0.0
922,2020-04-03,Haryana,24,0,49,1325.0,938,44.0
723,2020-04-03,Arunachal Pradesh,0,0,1,0.0,0,0.0
1146,2020-04-03,Gujarat,10,8,95,0.0,0,0.0
409,2020-04-03,Goa,0,0,6,0.0,0,0.0
1474,2020-04-03,Uttarakhand,2,0,10,0.0,0,0.0
1140,2020-04-03,Manipur,0,0,2,0.0,0,0.0
3295,2020-04-03,Punjab,1,5,48,0.0,0,0.0
2890,2020-04-03,Andaman and Nicobar Islands,0,0,10,0.0,0,0.0
2905,2020-04-03,Jammu and Kashmir,3,2,75,0.0,0,0.0
2368,2020-04-03,Karnataka,10,3,124,4587.0,4281,128.0
1833,2020-04-03,Ladakh,3,0,14,0.0,0,0.0
103,2020-04-03,Andhra Pradesh,1,1,132,0.0,0,0.0
992,2020-04-03,Mizoram,0,0,1,0.0,0,0.0
1583,2020-04-04,Bihar,0,1,30,0.0,0,0.0
1488,2020-04-04,Chhattisgarh,3,0,9,0.0,0,0.0
2373,2020-04-04,Madhya Pradesh,0,6,104,0.0,0,0.0
4245,2020-04-04,Manipur,0,0,2,0.0,0,0.0
3971,2020-04-04,Andhra Pradesh,1,1,161,0.0,0,0.0
2604,2020-04-04,Uttarakhand,2,0,16,0.0,0,0.0
875,2020-04-04,Jammu and Kashmir,3,2,75,0.0,0,0.0
3940,2020-04-04,Karnataka,12,3,128,0.0,0,0.0
2331,2020-04-04,Jharkhand,0,0,2,0.0,0,0.0
3547,2020-04-04,Assam,0,0,24,0.0,0,0.0
2150,2020-04-04,Kerala,41,2,295,9744.0,8586,306.0
4177,2020-04-04,Chandigarh,0,0,18,0.0,0,0.0
2843,2020-04-04,Maharashtra,42,24,490,0.0,0,0.0
1723,2020-04-04,Odisha,0,0,5,0.0,0,0.0
3357,2020-04-04,Mizoram,0,0,1,0.0,0,0.0
329,2020-04-04,West Bengal,3,3,69,1042.0,0,0.0
379,2020-04-04,Arunachal Pradesh,0,0,1,0.0,0,0.0
2488,2020-04-04,Puducherry,1,0,5,0.0,0,0.0
2814,2020-04-04,Andaman and Nicobar Islands,0,0,10,0.0,0,0.0
1110,2020-04-04,Himachal Pradesh,1,1,6,0.0,0,0.0
3349,2020-04-04,Uttar Pradesh,19,2,174,0.0,0,0.0
984,2020-04-04,Haryana,24,0,49,0.0,0,0.0
2039,2020-04-04,Punjab,1,5,57,0.0,0,0.0
2439,2020-04-04,Ladakh,3,0,14,0.0,0,0.0
3592,2020-04-04,Goa,0,0,7,0.0,0,0.0
2798,2020-04-04,Rajasthan,21,0,200,0.0,0,0.0
1227,2020-04-04,Tamil Nadu,6,2,411,0.0,0,0.0
3845,2020-04-04,Telengana,1,7,159,0.0,0,0.0
3640,2020-04-04,Delhi,15,6,445,0.0,0,0.0
946,2020-04-04,Gujarat,14,10,105,0.0,0,0.0
76,2020-04-05,Assam,0,0,26,0.0,0,0.0
2895,2020-04-05,Kerala,49,2,306,10221.0,9300,314.0
378,2020-04-05,Chandigarh,0,0,18,0.0,0,0.0
2634,2020-04-05,Gujarat,18,11,122,0.0,0,0.0
3764,2020-04-05,Jharkhand,0,0,3,0.0,0,0.0
3955,2020-04-05,Delhi,18,7,503,0.0,0,0.0
775,2020-04-05,Puducherry,1,0,5,0.0,0,0.0
2445,2020-04-05,Karnataka,12,4,144,0.0,0,0.0
4230,2020-04-05,Uttar Pradesh,19,2,227,5255.0,4796,278.0
3749,2020-04-05,Goa,0,0,7,0.0,0,0.0
376,2020-04-05,Punjab,1,5,57,0.0,0,0.0
1195,2020-04-05,West Bengal,10,3,80,0.0,0,0.0
3422,2020-04-05,Madhya Pradesh,0,9,165,2812.0,1954,193.0
681,2020-04-05,Andaman and Nicobar Islands,0,0,10,0.0,0,0.0
426,2020-04-05,Himachal Pradesh,1,1,6,0.0,0,0.0
2323,2020-04-05,Rajasthan,21,0,200,12279.0,11439,260.0
1546,2020-04-05,Maharashtra,42,24,490,16008.0,14837,0.0
2114,2020-04-05,Arunachal Pradesh,0,0,1,0.0,0,0.0
3505,2020-04-05,Bihar,0,1,30,3037.0,2299,32.0
3638,2020-04-05,Haryana,25,1,59,0.0,0,0.0
3733,2020-04-05,Odisha,0,0,20,0.0,0,0.0
3629,2020-04-05,Tamil Nadu,6,3,485,0.0,0,0.0
1211,2020-04-05,Telengana,32,7,269,0.0,0,0.0
2164,2020-04-05,Chhattisgarh,3,0,9,0.0,0,0.0
1374,2020-04-05,Manipur,0,0,2,0.0,0,0.0
2854,2020-04-05,Andhra Pradesh,1,1,190,0.0,0,0.0
952,2020-04-05,Uttar Pradesh,19,2,227,5255.0,4796,278.0
600,2020-04-05,Ladakh,10,0,14,0.0,0,0.0
3340,2020-04-05,Jammu and Kashmir,4,2,106,1551.0,1429,106.0
3671,2020-04-05,Mizoram,0,0,1,0.0,0,0.0
943,2020-04-05,Uttarakhand,2,0,22,0.0,0,0.0
1319,2020-04-06,Puducherry,1,0,5,0.0,0,0.0
4174,2020-04-06,Chandigarh,0,0,18,0.0,0,0.0
390,2020-04-06,Assam,0,0,26,0.0,0,0.0
1514,2020-04-06,Andaman and Nicobar Islands,0,0,10,0.0,0,0.0
2012,2020-04-06,Maharashtra,56,45,748,17563.0,15808,868.0
4173,2020-04-06,Karnataka,12,4,151,0.0,0,0.0
2538,2020-04-06,Ladakh,10,0,14,0.0,0,0.0
1154,2020-04-06,Andhra Pradesh,1,3,226,0.0,0,0.0
3961,2020-04-06,Punjab,4,6,76,0.0,0,0.0
1835,2020-04-06,Madhya Pradesh,0,9,165,0.0,0,0.0
39,2020-04-06,Tamil Nadu,8,5,571,0.0,0,0.0
2933,2020-04-06,Himachal Pradesh,2,1,13,0.0,0,0.0
2255,2020-04-06,Uttarakhand,4,0,26,0.0,0,0.0
2099,2020-04-06,Goa,0,0,7,0.0,0,0.0
4299,2020-04-06,Odisha,2,0,21,0.0,0,0.0
685,2020-04-06,Bihar,0,1,32,0.0,0,0.0
2269,2020-04-06,Haryana,25,1,84,0.0,0,0.0
2781,2020-04-06,Uttar Pradesh,21,3,305,0.0,0,0.0
2377,2020-04-06,Mizoram,0,0,1,58.0,0,1.0
3075,2020-04-06,Arunachal Pradesh,0,0,1,0.0,0,0.0
2278,2020-04-06,West Bengal,10,3,80,1301.0,0,0.0
4383,2020-04-06,Chhattisgarh,8,0,10,0.0,0,0.0
811,2020-04-06,Jharkhand,0,0,4,0.0,0,0.0
2379,2020-04-06,Delhi,19,7,523,0.0,0,0.0
3894,2020-04-06,Manipur,0,0,2,0.0,0,0.0
28,2020-04-06,Jammu and Kashmir,4,2,109,0.0,0,0.0
2311,2020-04-06,Rajasthan,21,0,274,0.0,0,0.0
1499,2020-04-06,Kerala,55,2,314,10716.0,9607,327.0
3921,2020-04-06,Telengana,34,7,321,0.0,0,0.0
2413,2020-04-06,Gujarat,22,12,144,0.0,0,0.0
4001,2020-04-07,Assam,0,0,26,0.0,0,0.0
2603,2020-04-07,Odisha,2,1,42,2441.0,0,42.0
2454,2020-04-07,Tripura,0,0,1,0.0,0,0.0
1582,2020-04-07,Himachal Pradesh,2,1,13,0.0,0,0.0
3182,2020-04-07,Manipur,0,0,2,0.0,0,0.0
800,2020-04-07,Ladakh,10,0,14,0.0,0,0.0
64,2020-04-07,Chandigarh,7,0,18,0.0,0,0.0
4608,2020-04-07,Haryana,25,1,90,2520.0,1821,141.0
3962,2020-04-07,Puducherry,1,0,5,0.0,0,0.0
2810,2020-04-07,Tamil Nadu,8,5,621,0.0,0,0.0
2019,2020-04-07,Kerala,58,2,327,11232.0,10250,336.0
2985,2020-04-07,Maharashtra,56,48,868,20877.0,19290,1018.0
1707,2020-04-07,Gujarat,25,13,165,0.0,0,0.0
1423,2020-04-07,Arunachal Pradesh,0,0,1,0.0,0,0.0
2005,2020-04-07,Chhattisgarh,9,0,10,0.0,0,0.0
1193,2020-04-07,Madhya Pradesh,0,13,229,3770.0,3125,290.0
2139,2020-04-07,Bihar,0,1,32,0.0,0,0.0
54,2020-04-07,Jharkhand,0,0,4,0.0,0,0.0
3375,2020-04-07,Mizoram,0,0,1,58.0,0,1.0
2182,2020-04-07,Delhi,21,7,576,9041.0,7308,576.0
2984,2020-04-07,Uttar Pradesh,21,3,305,0.0,0,0.0
3514,2020-04-07,Telengana,35,7,364,0.0,0,0.0
3896,2020-04-07,Uttarakhand,5,0,31,1289.0,1092,32.0
394,2020-04-07,Goa,0,0,7,0.0,0,0.0
1601,2020-04-07,Andaman and Nicobar Islands,0,0,10,0.0,0,0.0
3528,2020-04-07,Punjab,4,7,91,0.0,0,0.0
1610,2020-04-07,Rajasthan,21,3,288,17638.0,16401,363.0
524,2020-04-07,West Bengal,13,3,91,1487.0,0,0.0
2332,2020-04-07,Jammu and Kashmir,4,2,116,0.0,0,0.0
1067,2020-04-07,Karnataka,25,4,175,6580.0,5942,175.0
3346,2020-04-07,Andhra Pradesh,1,3,266,0.0,0,0.0
4072,2020-04-08,Chhattisgarh,9,0,10,0.0,0,0.0
1795,2020-04-08,Mizoram,0,0,1,74.0,0,1.0
1536,2020-04-08,Delhi,21,9,576,0.0,0,0.0
986,2020-04-08,Bihar,0,1,38,4596.0,0,38.0
1880,2020-04-08,Uttar Pradesh,26,3,343,0.0,0,0.0
3441,2020-04-08,Assam,0,0,27,0.0,0,0.0
1859,2020-04-08,Arunachal Pradesh,0,0,1,0.0,0,0.0
4406,2020-04-08,Odisha,2,1,42,2441.0,2399,42.0
1043,2020-04-08,Puducherry,1,0,5,0.0,0,0.0
1037,2020-04-08,Telengana,35,7,427,0.0,0,0.0
1947,2020-04-08,Tripura,0,0,1,0.0,0,0.0
1886,2020-04-08,Andhra Pradesh,5,4,305,0.0,0,0.0
3596,2020-04-08,West Bengal,13,5,99,0.0,0,0.0
4053,2020-04-08,Rajasthan,21,3,328,17638.0,16401,363.0
605,2020-04-08,Tamil Nadu,19,7,690,5305.0,4414,690.0
3151,2020-04-08,Kerala,70,2,336,11986.0,10906,354.0
4190,2020-04-08,Manipur,0,0,2,0.0,0,0.0
3113,2020-04-08,Maharashtra,79,64,1018,0.0,0,0.0
1263,2020-04-08,Goa,0,0,7,0.0,0,0.0
2274,2020-04-08,Karnataka,25,4,175,6967.0,6473,181.0
1019,2020-04-08,Ladakh,10,0,14,0.0,0,0.0
2088,2020-04-08,Uttarakhand,5,0,31,0.0,0,0.0
3637,2020-04-08,Madhya Pradesh,0,13,229,4056.0,3443,341.0
2152,2020-04-08,Chandigarh,7,0,18,184.0,162,18.0
4295,2020-04-08,Jharkhand,0,0,4,0.0,0,0.0
4038,2020-04-08,Andaman and Nicobar Islands,0,0,10,0.0,0,0.0
4108,2020-04-08,Jammu and Kashmir,4,2,116,0.0,0,0.0
486,2020-04-08,Gujarat,25,13,165,4224.0,3905,186.0
1099,2020-04-08,Punjab,4,7,91,2937.0,2614,106.0
2632,2020-04-08,Himachal Pradesh,2,1,18,0.0,0,0.0
1716,2020-04-08,Haryana,28,3,147,2650.0,1885,153.0
194,2020-04-09,Telengana,35,7,442,0.0,0,0.0
1404,2020-04-09,Puducherry,1,0,5,0.0,0,0.0
2922,2020-04-09,Chandigarh,7,0,18,0.0,0,0.0
95,2020-04-09,Himachal Pradesh,2,1,18,0.0,0,0.0
830,2020-04-09,Andhra Pradesh,6,4,348,0.0,0,0.0
832,2020-04-09,Jammu and Kashmir,4,4,158,0.0,0,0.0
3619,2020-04-09,Delhi,21,9,669,9968.0,8643,720.0
2838,2020-04-09,Tamil Nadu,21,8,738,7267.0,5824,834.0
944,2020-04-09,Chhattisgarh,9,0,10,0.0,0,0.0
2977,2020-04-09,Rajasthan,21,3,383,19107.0,17851,463.0
1410,2020-04-09,Bihar,0,1,39,4991.0,0,43.0
2598,2020-04-09,Odisha,2,1,42,3249.0,3201,48.0
1477,2020-04-09,Mizoram,0,0,1,84.0,0,1.0
3101,2020-04-09,Maharashtra,117,72,1135,20877.0,19290,868.0
1585,2020-04-09,Andaman and Nicobar Islands,0,0,11,0.0,0,0.0
1603,2020-04-09,West Bengal,16,5,103,1889.0,0,0.0
2411,2020-04-09,Haryana,29,3,169,2964.0,2017,156.0
1791,2020-04-09,Karnataka,28,5,181,7613.0,7176,197.0
1919,2020-04-09,Punjab,4,8,101,3192.0,2777,130.0
4159,2020-04-09,Assam,0,0,28,0.0,0,0.0
714,2020-04-09,Ladakh,10,0,14,0.0,0,0.0
4180,2020-04-09,Manipur,1,0,2,0.0,0,0.0
3269,2020-04-09,Arunachal Pradesh,0,0,1,206.0,185,1.0
4559,2020-04-09,Tripura,0,0,1,0.0,0,0.0
1122,2020-04-09,Madhya Pradesh,0,16,259,5135.0,3989,411.0
578,2020-04-09,Uttar Pradesh,31,4,410,8402.0,7898,410.0
2387,2020-04-09,Uttarakhand,5,0,35,1531.0,1235,35.0
4051,2020-04-09,Kerala,83,2,345,12710.0,11469,357.0
2239,2020-04-09,Jharkhand,0,0,13,0.0,0,0.0
4372,2020-04-09,Gujarat,25,16,179,0.0,0,0.0
1670,2020-04-09,Goa,0,0,7,344.0,0,7.0
4249,2020-04-10,Madhya Pradesh,0,16,259,7049.0,4840,451.0
2144,2020-04-10,Uttar Pradesh,32,4,431,9332.0,8798,433.0
190,2020-04-10,Maharashtra,125,97,1364,30000.0,28865,1135.0
4145,2020-04-10,Goa,1,0,7,354.0,0,7.0
2157,2020-04-10,Delhi,25,13,898,11061.0,9662,903.0
715,2020-04-10,Arunachal Pradesh,0,0,1,0.0,0,0.0
3658,2020-04-10,Jammu and Kashmir,6,4,184,2961.0,2754,207.0
1120,2020-04-10,Haryana,29,3,169,3527.0,2447,162.0
1379,2020-04-10,Andaman and Nicobar Islands,0,0,11,0.0,0,0.0
18,2020-04-10,Bihar,0,1,60,5457.0,0,60.0
2267,2020-04-10,Tripura,0,0,1,0.0,0,0.0
292,2020-04-10,Assam,0,0,29,2863.0,2685,29.0
1622,2020-04-10,Karnataka,30,6,197,7975.0,7673,207.0
366,2020-04-10,Andhra Pradesh,7,6,363,6374.0,6009,365.0
4423,2020-04-10,Tamil Nadu,21,8,834,8410.0,6838,911.0
2128,2020-04-10,Uttarakhand,5,0,35,1688.0,1320,35.0
239,2020-04-10,Punjab,5,11,132,3461.0,2972,151.0
1846,2020-04-10,West Bengal,16,5,116,2095.0,0,0.0
2503,2020-04-10,Chandigarh,7,0,18,223.0,199,19.0
1132,2020-04-10,Odisha,2,1,44,3547.0,3497,50.0
321,2020-04-10,Himachal Pradesh,6,1,28,900.0,870,30.0
2563,2020-04-10,Rajasthan,21,3,463,22349.0,20698,561.0
3569,2020-04-10,Kerala,96,2,357,13339.0,12335,364.0
4026,2020-04-10,Manipur,1,0,2,0.0,0,0.0
1888,2020-04-10,Telengana,35,7,473,0.0,0,0.0
4536,2020-04-10,Mizoram,0,0,1,0.0,0,0.0
254,2020-04-10,Chhattisgarh,9,0,10,3473.0,3322,18.0
1792,2020-04-10,Gujarat,26,17,241,7718.0,7237,378.0
58,2020-04-10,Ladakh,10,0,15,0.0,0,0.0
1033,2020-04-10,Jharkhand,0,1,13,1340.0,1326,14.0
3177,2020-04-10,Puducherry,1,0,5,0.0,0,0.0
267,2020-04-11,Bihar,0,1,60,6250.0,0,61.0
3212,2020-04-11,Chandigarh,7,0,18,264.0,223,19.0
589,2020-04-11,Rajasthan,21,3,553,24857.0,22583,678.0
215,2020-04-11,Punjab,5,11,132,3909.0,3249,158.0
4378,2020-04-11,Odisha,2,1,48,3551.0,3497,51.0
3929,2020-04-11,Delhi,25,14,903,11709.0,10218,1069.0
3711,2020-04-11,Puducherry,1,0,7,0.0,0,0.0
177,2020-04-11,Assam,0,1,29,3011.0,2842,29.0
1291,2020-04-11,Gujarat,31,19,308,9763.0,8888,468.0
3060,2020-04-11,West Bengal,16,5,126,2286.0,0,126.0
4280,2020-04-11,Chhattisgarh,9,0,18,3858.0,3503,18.0
1444,2020-04-11,Arunachal Pradesh,0,0,1,0.0,0,0.0
3888,2020-04-11,Maharashtra,188,110,1574,31841.0,30477,1761.0
4352,2020-04-11,Tamil Nadu,44,8,911,9842.0,7779,969.0
4264,2020-04-11,Telengana,43,9,504,0.0,0,0.0
743,2020-04-11,Karnataka,37,6,214,8560.0,8231,215.0
60,2020-04-11,Ladakh,10,0,15,0.0,0,0.0
1809,2020-04-11,Jharkhand,0,1,17,1546.0,1529,17.0
